"rt","stimulus","key_press","trial_type","trial_index","time_elapsed","internal_node_id"
"769.5900001563132","<p style=""color:white;"">Could you hear speech in the audio?</p><p style=""color:white;"">Press ""1"" for YES</p><p style=""color:white;"">Press ""0"" for NO</p>","49","html-keyboard-response","104","249859","0.0-2.0-2.33"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","105","250861","0.0-2.0-0.34"
"null","sounds/unintel_45/U_BKBQ0306.WAV","null","audio-keyboard-response","106","252738","0.0-2.0-1.34"
"352.6500000152737","<p style=""color:white;"">Could you hear speech in the audio?</p><p style=""color:white;"">Press ""1"" for YES</p><p style=""color:white;"">Press ""0"" for NO</p>","48","html-keyboard-response","107","253092","0.0-2.0-2.34"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","108","254094","0.0-2.0-0.35"
"null","sounds/intel_45/I_BKBQ0407.wav","null","audio-keyboard-response","109","255848","0.0-2.0-1.35"
"841.3799998816103","<p style=""color:white;"">Could you hear speech in the audio?</p><p style=""color:white;"">Press ""1"" for YES</p><p style=""color:white;"">Press ""0"" for NO</p>","49","html-keyboard-response","110","256690","0.0-2.0-2.35"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","111","257693","0.0-2.0-0.36"
"null","sounds/intel_45/I_BKBQ0201.wav","null","audio-keyboard-response","112","259587","0.0-2.0-1.36"
"374.61000005714595","<p style=""color:white;"">Could you hear speech in the audio?</p><p style=""color:white;"">Press ""1"" for YES</p><p style=""color:white;"">Press ""0"" for NO</p>","49","html-keyboard-response","113","259963","0.0-2.0-2.36"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","114","260965","0.0-2.0-0.37"
"null","sounds/unintel_45/U_BKBQ0511.WAV","null","audio-keyboard-response","115","262748","0.0-2.0-1.37"
"967.3949999269098","<p style=""color:white;"">Could you hear speech in the audio?</p><p style=""color:white;"">Press ""1"" for YES</p><p style=""color:white;"">Press ""0"" for NO</p>","48","html-keyboard-response","116","263717","0.0-2.0-2.37"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","117","264718","0.0-2.0-0.38"
"null","sounds/intel_45/I_BKBQ0115.wav","null","audio-keyboard-response","118","266688","0.0-2.0-1.38"
"1409.504999872297","<p style=""color:white;"">Could you hear speech in the audio?</p><p style=""color:white;"">Press ""1"" for YES</p><p style=""color:white;"">Press ""0"" for NO</p>","49","html-keyboard-response","119","268099","0.0-2.0-2.38"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","120","269101","0.0-2.0-0.39"
"null","sounds/unintel_45/U_BKBQ0206.WAV","null","audio-keyboard-response","121","270778","0.0-2.0-1.39"
"310.96000014804304","<p style=""color:white;"">Could you hear speech in the audio?</p><p style=""color:white;"">Press ""1"" for YES</p><p style=""color:white;"">Press ""0"" for NO</p>","48","html-keyboard-response","122","271090","0.0-2.0-2.39"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","123","272092","0.0-2.0-0.40"
"null","sounds/intel_45/I_BKBQ0406.wav","null","audio-keyboard-response","124","274128","0.0-2.0-1.40"
"401.47499996237457","<p style=""color:white;"">Could you hear speech in the audio?</p><p style=""color:white;"">Press ""1"" for YES</p><p style=""color:white;"">Press ""0"" for NO</p>","49","html-keyboard-response","125","274530","0.0-2.0-2.40"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","126","275531","0.0-2.0-0.41"
"null","sounds/intel_45/I_BKBQ0203.wav","null","audio-keyboard-response","127","277778","0.0-2.0-1.41"
"367.3500001896173","<p style=""color:white;"">Could you hear speech in the audio?</p><p style=""color:white;"">Press ""1"" for YES</p><p style=""color:white;"">Press ""0"" for NO</p>","49","html-keyboard-response","128","278146","0.0-2.0-2.41"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","129","279148","0.0-2.0-0.42"
"null","sounds/intel_45/I_BKBQ0608.wav","null","audio-keyboard-response","130","281118","0.0-2.0-1.42"
"786.8449999950826","<p style=""color:white;"">Could you hear speech in the audio?</p><p style=""color:white;"">Press ""1"" for YES</p><p style=""color:white;"">Press ""0"" for NO</p>","49","html-keyboard-response","131","281906","0.0-2.0-2.42"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","132","282907","0.0-2.0-0.43"
"null","sounds/unintel_45/U_BKBQ0312.WAV","null","audio-keyboard-response","133","284577","0.0-2.0-1.43"
"353.7399999331683","<p style=""color:white;"">Could you hear speech in the audio?</p><p style=""color:white;"">Press ""1"" for YES</p><p style=""color:white;"">Press ""0"" for NO</p>","48","html-keyboard-response","134","284932","0.0-2.0-2.43"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","135","285933","0.0-2.0-0.44"
"null","sounds/intel_45/I_BKBQ0612.wav","null","audio-keyboard-response","136","288388","0.0-2.0-1.44"
"388.84499995037913","<p style=""color:white;"">Could you hear speech in the audio?</p><p style=""color:white;"">Press ""1"" for YES</p><p style=""color:white;"">Press ""0"" for NO</p>","49","html-keyboard-response","137","288778","0.0-2.0-2.44"
"null","<p style=""color:white;"">You will now hear some short sentences.</p><p style=""color:white;"">You do not need to respond, just listen.</p>","null","html-keyboard-response","138","298782","0.0-3.0"
"null","sounds/unaltered_45/BKBQ2014.WAV","null","audio-keyboard-response","139","300258","0.0-4.0-0.0"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","140","300760","0.0-4.0-1.0"
"null","sounds/unaltered_45/BKBQ0612.WAV","null","audio-keyboard-response","141","302596","0.0-4.0-0.1"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","142","303098","0.0-4.0-1.1"
"null","sounds/unaltered_45/BKBQ0407.WAV","null","audio-keyboard-response","143","304428","0.0-4.0-0.2"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","144","304930","0.0-4.0-1.2"
"null","sounds/unaltered_45/BKBQ1910.WAV","null","audio-keyboard-response","145","306428","0.0-4.0-0.3"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","146","306930","0.0-4.0-1.3"
"null","sounds/unaltered_45/BKBQ2102.WAV","null","audio-keyboard-response","147","308588","0.0-4.0-0.4"
