"rt","stimulus","key_press","trial_type","trial_index","time_elapsed","internal_node_id"
"null","sounds/unaltered_45/BKBQ0206.WAV","null","audio-keyboard-response","84","84116","0.0-0.0-0.42"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","85","84619","0.0-0.0-1.42"
"null","sounds/unaltered_45/BKBQ0103.WAV","null","audio-keyboard-response","86","86147","0.0-0.0-0.43"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","87","86651","0.0-0.0-1.43"
"null","sounds/unaltered_45/BKBQ1801.WAV","null","audio-keyboard-response","88","88208","0.0-0.0-0.44"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","89","88712","0.0-0.0-1.44"
"null","sounds/unaltered_45/BKBQ1803.WAV","null","audio-keyboard-response","90","90141","0.0-0.0-0.45"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","91","90645","0.0-0.0-1.45"
"null","sounds/unaltered_45/BKBQ0112.WAV","null","audio-keyboard-response","92","92278","0.0-0.0-0.46"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","93","92782","0.0-0.0-1.46"
"null","sounds/unaltered_45/BKBQ1910.WAV","null","audio-keyboard-response","94","94286","0.0-0.0-0.47"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","95","94790","0.0-0.0-1.47"
"null","sounds/unaltered_45/BKBQ2004.WAV","null","audio-keyboard-response","96","96028","0.0-0.0-0.48"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","97","96532","0.0-0.0-1.48"
"null","sounds/unaltered_45/BKBQ0501.WAV","null","audio-keyboard-response","98","98065","0.0-0.0-0.49"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","99","98569","0.0-0.0-1.49"
"null","sounds/unaltered_45/BKBQ2008.WAV","null","audio-keyboard-response","100","100132","0.0-0.0-0.50"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","101","100636","0.0-0.0-1.50"
"null","sounds/unaltered_45/BKBQ0106.WAV","null","audio-keyboard-response","102","102065","0.0-0.0-0.51"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","103","102569","0.0-0.0-1.51"
"null","sounds/unaltered_45/BKBQ2108.WAV","null","audio-keyboard-response","104","104143","0.0-0.0-0.52"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","105","104647","0.0-0.0-1.52"
"null","sounds/unaltered_45/BKBQ0401.WAV","null","audio-keyboard-response","106","106373","0.0-0.0-0.53"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","107","106877","0.0-0.0-1.53"
"null","sounds/unaltered_45/BKBQ0215.WAV","null","audio-keyboard-response","108","108079","0.0-0.0-0.54"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","109","108581","0.0-0.0-1.54"
"null","sounds/unaltered_45/BKBQ2109.WAV","null","audio-keyboard-response","110","110320","0.0-0.0-0.55"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","111","110823","0.0-0.0-1.55"
"null","sounds/unaltered_45/BKBQ0409.WAV","null","audio-keyboard-response","112","112160","0.0-0.0-0.56"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","113","112664","0.0-0.0-1.56"
"null","sounds/unaltered_45/BKBQ1807.WAV","null","audio-keyboard-response","114","114192","0.0-0.0-0.57"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","115","114697","0.0-0.0-1.57"
"null","sounds/unaltered_45/BKBQ0406.WAV","null","audio-keyboard-response","116","116224","0.0-0.0-0.58"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","117","116728","0.0-0.0-1.58"
"null","sounds/unaltered_45/BKBQ1815.WAV","null","audio-keyboard-response","118","118262","0.0-0.0-0.59"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","119","118766","0.0-0.0-1.59"
"null","sounds/unaltered_45/BKBQ0308.WAV","null","audio-keyboard-response","120","120288","0.0-0.0-0.60"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","121","120792","0.0-0.0-1.60"
"null","sounds/unaltered_45/BKBQ0114.WAV","null","audio-keyboard-response","122","122285","0.0-0.0-0.61"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","123","122788","0.0-0.0-1.61"
"null","sounds/unaltered_45/BKBQ2012.WAV","null","audio-keyboard-response","124","124374","0.0-0.0-0.62"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","125","124878","0.0-0.0-1.62"
"null","sounds/unaltered_45/BKBQ0513.WAV","null","audio-keyboard-response","126","126145","0.0-0.0-0.63"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","127","126649","0.0-0.0-1.63"
"null","sounds/unaltered_45/BKBQ2114.WAV","null","audio-keyboard-response","128","128264","0.0-0.0-0.64"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","129","128768","0.0-0.0-1.64"
"null","sounds/unaltered_45/BKBQ0603.WAV","null","audio-keyboard-response","130","130278","0.0-0.0-0.65"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","131","130782","0.0-0.0-1.65"
"null","sounds/unaltered_45/BKBQ2102.WAV","null","audio-keyboard-response","132","132432","0.0-0.0-0.66"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","133","132936","0.0-0.0-1.66"
"null","sounds/unaltered_45/BKBQ0205.WAV","null","audio-keyboard-response","134","134325","0.0-0.0-0.67"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","135","134828","0.0-0.0-1.67"
"null","sounds/unaltered_45/BKBQ0612.WAV","null","audio-keyboard-response","136","136664","0.0-0.0-0.68"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","137","137167","0.0-0.0-1.68"
"null","sounds/unaltered_45/BKBQ0316.WAV","null","audio-keyboard-response","138","138789","0.0-0.0-0.69"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","139","139293","0.0-0.0-1.69"
"null","sounds/unaltered_45/BKBQ0110.WAV","null","audio-keyboard-response","140","140478","0.0-0.0-0.70"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","141","140982","0.0-0.0-1.70"
"null","sounds/unaltered_45/BKBQ1902.WAV","null","audio-keyboard-response","142","142510","0.0-0.0-0.71"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","143","143011","0.0-0.0-1.71"
"null","sounds/unaltered_45/BKBQ0102.WAV","null","audio-keyboard-response","144","144484","0.0-0.0-0.72"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","145","144988","0.0-0.0-1.72"
"null","sounds/unaltered_45/BKBQ0201.WAV","null","audio-keyboard-response","146","146422","0.0-0.0-0.73"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","147","146925","0.0-0.0-1.73"
"null","sounds/unaltered_45/BKBQ1706.WAV","null","audio-keyboard-response","148","148187","0.0-0.0-0.74"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","149","148691","0.0-0.0-1.74"
"null","sounds/unaltered_45/BKBQ1912.WAV","null","audio-keyboard-response","150","150672","0.0-0.0-0.75"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","151","151175","0.0-0.0-1.75"
"null","sounds/unaltered_45/BKBQ1904.WAV","null","audio-keyboard-response","152","152797","0.0-0.0-0.76"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","153","153298","0.0-0.0-1.76"
"null","sounds/unaltered_45/BKBQ2011.WAV","null","audio-keyboard-response","154","154689","0.0-0.0-0.77"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","155","155193","0.0-0.0-1.77"
"null","sounds/unaltered_45/BKBQ1702.WAV","null","audio-keyboard-response","156","156692","0.0-0.0-0.78"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","157","157196","0.0-0.0-1.78"
"null","sounds/unaltered_45/BKBQ1905.WAV","null","audio-keyboard-response","158","158538","0.0-0.0-0.79"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","159","159039","0.0-0.0-1.79"
"null","sounds/unaltered_45/BKBQ1710.WAV","null","audio-keyboard-response","160","160616","0.0-0.0-0.80"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","161","161120","0.0-0.0-1.80"
"null","sounds/unaltered_45/BKBQ1913.WAV","null","audio-keyboard-response","162","162363","0.0-0.0-0.81"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","163","162867","0.0-0.0-1.81"
"null","sounds/unaltered_45/BKBQ0109.WAV","null","audio-keyboard-response","164","164366","0.0-0.0-0.82"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","165","164870","0.0-0.0-1.82"
"null","sounds/unaltered_45/BKBQ0307.WAV","null","audio-keyboard-response","166","166643","0.0-0.0-0.83"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","167","167148","0.0-0.0-1.83"
"null","sounds/unaltered_45/BKBQ0202.WAV","null","audio-keyboard-response","168","168496","0.0-0.0-0.84"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","169","169000","0.0-0.0-1.84"
"null","sounds/unaltered_45/BKBQ1715.WAV","null","audio-keyboard-response","170","170559","0.0-0.0-0.85"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","171","171060","0.0-0.0-1.85"
"null","sounds/unaltered_45/BKBQ1914.WAV","null","audio-keyboard-response","172","172510","0.0-0.0-0.86"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","173","173015","0.0-0.0-1.86"
"null","sounds/unaltered_45/BKBQ1816.WAV","null","audio-keyboard-response","174","174624","0.0-0.0-0.87"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","175","175126","0.0-0.0-1.87"
"null","sounds/unaltered_45/BKBQ0214.WAV","null","audio-keyboard-response","176","176552","0.0-0.0-0.88"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","177","177057","0.0-0.0-1.88"
"null","sounds/unaltered_45/BKBQ0511.WAV","null","audio-keyboard-response","178","178521","0.0-0.0-0.89"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","179","179025","0.0-0.0-1.89"
